user_id,matched_user_id,action
U009,U071,1
U009,U078,1
U009,U074,1
U010,U020,1
U010,U050,1
U010,U060,1
U010,U090,0
U010,U100,1
U010,U040,1
U010,U070,1
U010,U030,0
U010,U080,1
U010,U019,1
U010,U042,1
U010,U039,1
U010,U014,1
U010,U075,1
U010,U025,0
U010,U005,1
U010,U028,0
U010,U066,0
U010,U012,1
U010,U031,0
U011,U001,0
U011,U091,0
U011,U021,0
U011,U031,0
U011,U081,1
U011,U041,1
U011,U061,1
U011,U051,1
U011,U071,1
U011,U062,1
U011,U012,0
U011,U002,1
U011,U032,0
U011,U077,1
U011,U092,1
U011,U014,0
U011,U052,0
U011,U094,0
U011,U042,0
U011,U017,1
U012,U042,1
U012,U032,0
U012,U092,1
U012,U002,1
U012,U072,0
U012,U062,1
U012,U052,1
U012,U022,1
U012,U031,0
U012,U082,1
U012,U091,0
U012,U021,1
U012,U011,1
U012,U066,0
U012,U071,0
U012,U014,1
U012,U053,1
U012,U016,0
U012,U001,1
U012,U025,0
U013,U093,1
U013,U053,1
U013,U033,1
U013,U003,1
U013,U023,0
U013,U063,1
U013,U073,0
U013,U043,1
U013,U083,1
U013,U052,0
U013,U061,1
U013,U077,1
U013,U028,0
U013,U097,1
U013,U092,1
U013,U002,0
U013,U032,0
U013,U014,1
U013,U026,1
U013,U051,1
U014,U054,0
U014,U034,0
U014,U094,0
U014,U044,1
U014,U074,1
U014,U084,0
U014,U024,0
U014,U004,0
U014,U064,0
U014,U066,0
U014,U048,1
U014,U051,0
U014,U078,1
U014,U081,0
U014,U031,0
U014,U016,1
U014,U061,1
U014,U012,1
U014,U068,0
U014,U018,1
U015,U035,1
U015,U055,1
U015,U085,1
U015,U095,0
U015,U075,1
U015,U065,1
U015,U025,0
U015,U005,0
U015,U045,1
U015,U100,1
U015,U083,1
U015,U003,1
U015,U067,0
U015,U070,0
U015,U086,1
U015,U041,0
U015,U081,0
U015,U006,1
U015,U097,1
U015,U020,1
U016,U066,0
U016,U036,0
U016,U056,1
U016,U096,0
U016,U086,1
U016,U006,1
U016,U026,1
U016,U076,1
U016,U046,0
U016,U014,0
U016,U005,0
U016,U012,0
U016,U053,1
U016,U025,1
U016,U031,1
U016,U042,0
U016,U072,0
U016,U052,1
U016,U019,0
U016,U007,1
U017,U037,0
U017,U077,0
U017,U027,0
U017,U097,0
U017,U007,0
U017,U047,1
U017,U057,0
U017,U087,1
U017,U067,0
U017,U043,0
U017,U011,0
U017,U045,0
U017,U062,1
U017,U033,0
U017,U052,1
U017,U018,0
U017,U072,0
U017,U012,1
U017,U053,0
U017,U082,1
U018,U068,1
U018,U028,1
U018,U058,1
U018,U048,1
U018,U078,1
U018,U088,1
U018,U038,0
U018,U098,0
U018,U008,1
U018,U034,0
U018,U024,1
U018,U074,0
U018,U084,0
U018,U064,0
U018,U094,1
U018,U054,0
U018,U014,1
U018,U004,0
U018,U044,1
U018,U095,1
U019,U039,1
U019,U099,1
U019,U009,1
U019,U029,1
U019,U079,1
U019,U049,1
U019,U069,1
U019,U059,1
U019,U089,0
U019,U010,1
U019,U028,0
U019,U068,0
U019,U018,0
U019,U042,0
U019,U038,0
U019,U088,1
U019,U014,1
U019,U025,0
U019,U066,1
U019,U075,1
U020,U060,0
U020,U010,1
U020,U050,1
U020,U100,1
U020,U090,1
U020,U080,1
U020,U040,1
U020,U030,1
U020,U070,1
U020,U099,0
U020,U087,0
U020,U057,0
U020,U084,0
U020,U004,1
U020,U024,0
U020,U079,1
U020,U046,1
U020,U068,1
U020,U018,0
U020,U051,0
U021,U091,1
U021,U011,1
U021,U031,1
U021,U001,1
U021,U071,0
U021,U002,0
U021,U081,1
U021,U041,1
U021,U061,1
U021,U051,0
U021,U012,1
U021,U032,0
U021,U092,0
U021,U062,0
U021,U052,1
U021,U064,1
U021,U034,1
U021,U022,1
U021,U082,1
U021,U042,0
U022,U092,1
U022,U042,1
U022,U052,0
U022,U082,1
U022,U012,0
U022,U062,1
U022,U032,1
U022,U002,0
U022,U072,1
U022,U058,0
U022,U001,0
U022,U071,1
U022,U096,1
U022,U009,1
U022,U021,0
U022,U057,0
U022,U030,1
U022,U087,1
U022,U067,0
U022,U031,1
U023,U063,0
U023,U033,1
U023,U043,0
U023,U083,1
U023,U013,0
U023,U073,0
U023,U093,0
U023,U053,0
U023,U003,1
U023,U094,0
U023,U064,1
U023,U034,0
U023,U007,0
U023,U056,1
U023,U041,1
U023,U061,1
U023,U026,0
U023,U046,0
U023,U027,0
U023,U035,0
U024,U084,1
U024,U004,1
U024,U074,1
U024,U094,1
U024,U044,1
U024,U054,1
U024,U064,1
U024,U014,1
U024,U034,1
U024,U051,0
U024,U078,0
U024,U068,1
U024,U026,1
U024,U048,0
U024,U037,1
U024,U018,1
U024,U081,1
U024,U046,0
U024,U028,0
U024,U058,0
U025,U005,0
U025,U065,0
U025,U075,1
U025,U055,1
U025,U015,1
U025,U035,0
U025,U045,0
U025,U095,0
U025,U085,1
U025,U012,0
U025,U016,0
U025,U053,0
U025,U066,1
U025,U014,1
U025,U031,1
U025,U072,1
U025,U042,1
U025,U019,0
U025,U010,1
U025,U039,1
U026,U046,1
U026,U076,1
U026,U066,1
U026,U006,0
U026,U086,1
U026,U096,1
U026,U056,1
U026,U036,1
U026,U016,0
U026,U027,1
U026,U051,1
U026,U004,1
U026,U024,1
U026,U084,1
U026,U037,1
U026,U014,0
U026,U023,1
U026,U063,0
U026,U094,0
U026,U077,1
U027,U037,1
U027,U097,1
U027,U057,1
U027,U017,0
U027,U087,1
U027,U077,0
U027,U047,0
U027,U007,0
U027,U067,0
U027,U026,0
U027,U046,1
U027,U051,1
U027,U004,1
U027,U024,1
U027,U084,0
U027,U063,0
U027,U094,1
U027,U093,0
U027,U023,0
U027,U052,1
U028,U068,1
U028,U078,1
U028,U038,1
U028,U018,0
U028,U088,0
U028,U058,1
U028,U048,1
U028,U098,1
U028,U008,0
U028,U064,0
U028,U094,1
U028,U024,0
U028,U084,1
U028,U074,0
U028,U004,0
U028,U034,1
U028,U054,0
U028,U044,0
U028,U052,0
U028,U014,1
U029,U049,0
U029,U079,1
U029,U009,1
U029,U039,1
U029,U099,1
U029,U019,1
U029,U059,1
U029,U069,0
U029,U089,0
U029,U088,1
U029,U035,0
U029,U034,0
U029,U008,0
U029,U064,0
U029,U033,1
U029,U058,0
U029,U068,0
U029,U018,1
U029,U098,0
U029,U023,0
U030,U070,1
U030,U040,1
U030,U080,1
U030,U090,1
U030,U100,0
U030,U050,0
U030,U060,1
U030,U020,0
U030,U010,1
U030,U022,1
U030,U058,0
U030,U009,1
U030,U074,1
U030,U096,0
U030,U092,1
U030,U082,1
U030,U071,0
U030,U088,1
U030,U089,0
U030,U001,0
U031,U011,1
U031,U091,1
U031,U001,0
U031,U021,1
U031,U041,0
U031,U061,1
U031,U012,0
U031,U072,0
U031,U081,0
U031,U071,1
U031,U051,0
U031,U062,1
U031,U042,1
U031,U052,0
U031,U053,1
U031,U014,0
U031,U032,1
U031,U092,0
U031,U082,1
U031,U002,0
U032,U062,1
U032,U012,1
U032,U092,1
U032,U002,1
U032,U052,1
U032,U042,1
U032,U022,1
U032,U072,1
U032,U082,0
U032,U091,1
U032,U021,1
U032,U063,1
U032,U071,0
U032,U031,0
U032,U001,0
U032,U011,1
U032,U056,1
U032,U077,1
U032,U051,1
U032,U081,1
U033,U053,1
U033,U023,1
U033,U093,1
U033,U013,0
U033,U003,1
U033,U063,0
U033,U073,1
U033,U043,0
U033,U083,1
U033,U007,0
U033,U064,0
U033,U034,1
U033,U094,1
U033,U017,1
U033,U062,1
U033,U056,0
U033,U052,1
U033,U037,0
U033,U072,1
U033,U029,1
U034,U064,1
U034,U094,1
U034,U054,1
U034,U014,1
U034,U044,1
U034,U024,0
U034,U074,1
U034,U084,0
U034,U004,0
U034,U056,0
U034,U023,1
U034,U018,1
U034,U058,1
U034,U048,1
U034,U068,0
U034,U078,0
U034,U071,1
U034,U028,0
U034,U088,0
U034,U091,0
U035,U015,0
U035,U055,1
U035,U095,1
U035,U075,0
U035,U085,1
U035,U065,1
U035,U025,1
U035,U005,1
U035,U045,1
U035,U023,0
U035,U049,1
U035,U029,1
U035,U034,0
U035,U094,0
U035,U064,1
U035,U056,0
U035,U007,0
U035,U033,0
U035,U010,0
U035,U050,0
U036,U076,0
U036,U016,1
U036,U086,1
U036,U056,0
U036,U096,0
U036,U006,0
U036,U066,1
U036,U046,1
U036,U026,1
U036,U054,0
U036,U044,0
U036,U091,1
U036,U088,1
U036,U073,0
U036,U062,0
U036,U012,0
U036,U032,0
U036,U077,1
U036,U024,1
U036,U074,1
U037,U027,1
U037,U017,1
U037,U057,1
U037,U087,1
U037,U097,0
U037,U007,0
U037,U047,1
U037,U077,0
U037,U067,0
U037,U026,0
U037,U004,1
U037,U024,1
U037,U084,0
U037,U046,1
U037,U051,0
U037,U062,0
U037,U052,1
U037,U033,0
U037,U053,0
U037,U072,1
U038,U028,1
U038,U068,1
U038,U008,1
U038,U098,0
U038,U078,0
U038,U018,1
U038,U088,0
U038,U048,1
U038,U058,0
U038,U064,0
U038,U094,0
U038,U004,1
U038,U044,1
U038,U084,1
U038,U074,0
U038,U024,1
U038,U052,0
U038,U014,0
U038,U019,0
U038,U099,0
U039,U019,1
U039,U079,1
U039,U049,1
U039,U029,1
U039,U009,1
U039,U099,0
U039,U059,1
U039,U069,1
U039,U089,0
U039,U042,1
U039,U075,0
U039,U066,1
U039,U010,0
U039,U088,0
U039,U014,1
U039,U008,1
U039,U098,0
U039,U016,0
U039,U028,1
U039,U012,0
U040,U050,0
U040,U080,1
U040,U030,1
U040,U070,0
U040,U060,1
U040,U100,0
U040,U090,1
U040,U020,1
U040,U010,0
U040,U054,0
U040,U088,1
U040,U073,0
U040,U044,1
U040,U059,0
U040,U069,0
U040,U055,0
U040,U076,0
U040,U091,1
U040,U036,0
U040,U048,1
U041,U081,0
U041,U051,1
U041,U061,0
U041,U071,1
U041,U011,1
U041,U001,1
U041,U031,0
U041,U091,1
U041,U021,1
U041,U086,0
U041,U097,1
U041,U094,0
U041,U014,0
U041,U006,1
U041,U004,1
U041,U012,1
U041,U044,0
U041,U034,0
U041,U092,1
U041,U083,0
U042,U012,1
U042,U022,1
U042,U062,0
U042,U002,0
U042,U032,1
U042,U092,0
U042,U072,0
U042,U052,0
U042,U031,1
U042,U082,1
U042,U067,0
U042,U087,0
U042,U011,0
U042,U091,0
U042,U039,1
U042,U019,0
U042,U021,1
U042,U047,0
U042,U075,1
U042,U057,0
U043,U073,1
U043,U083,1
U043,U063,0
U043,U003,1
U043,U023,0
U043,U053,0
U043,U033,0
U043,U013,0
U043,U093,0
U043,U095,1
U043,U018,1
U043,U017,0
U043,U077,0
U043,U045,0
U043,U011,1
U043,U047,1
U043,U057,0
U043,U042,0
U043,U022,0
U043,U067,0
U044,U064,1
U044,U054,1
U044,U004,1
U044,U074,0
U044,U084,1
U044,U024,0
U044,U094,0
U044,U034,1
U044,U014,0
U044,U088,1
U044,U091,1
U044,U048,1
U044,U078,0
U044,U058,0
U044,U076,0
U044,U008,1
U044,U071,1
U044,U073,0
U044,U038,0
U044,U068,1
U045,U095,0
U045,U065,1
U045,U005,1
U045,U075,1
U045,U085,1
U045,U025,1
U045,U055,0
U045,U035,0
U045,U015,0
U045,U017,1
U045,U077,1
U045,U011,1
U045,U043,0
U045,U018,0
U045,U064,1
U045,U094,1
U045,U097,0
U045,U027,1
U045,U024,1
U045,U084,1
U046,U026,1
U046,U076,1
U046,U066,1
U046,U006,1
U046,U086,0
U046,U036,1
U046,U056,0
U046,U096,0
U046,U016,1
U046,U027,1
U046,U051,0
U046,U004,0
U046,U024,1
U046,U084,0
U046,U037,1
U046,U014,0
U046,U023,1
U046,U034,0
U046,U041,0
U046,U099,1
U047,U057,1
U047,U087,0
U047,U067,0
U047,U037,0
U047,U017,0
U047,U027,0
U047,U097,0
U047,U077,0
U047,U007,0
U047,U002,1
U047,U008,1
U047,U042,0
U047,U098,0
U047,U085,1
U047,U022,1
U047,U058,0
U047,U043,1
U047,U080,1
U047,U083,0
U047,U078,0
U048,U078,1
U048,U058,0
U048,U088,0
U048,U068,1
U048,U018,0
U048,U028,1
U048,U008,0
U048,U038,0
U048,U098,1
U048,U044,1
U048,U014,0
U048,U034,1
U048,U074,0
U048,U084,0
U048,U004,0
U048,U024,0
U048,U094,0
U048,U054,0
U048,U064,1
U048,U062,0
U049,U029,1
U049,U079,1
U049,U009,1
U049,U039,1
U049,U019,0
U049,U099,1
U049,U069,0
U049,U059,0
U049,U089,1
U049,U035,1
U049,U034,1
U049,U078,0
U049,U088,0
U049,U094,0
U049,U008,1
U049,U023,1
U049,U068,0
U049,U064,0
U049,U048,1
U049,U098,1
U050,U040,1
U050,U090,0
U050,U100,1
U050,U010,1
U050,U020,1
U050,U080,0
U050,U070,1
U050,U030,1
U050,U060,0
U050,U055,0
U050,U073,0
U050,U088,1
U050,U054,0
U050,U059,1
U050,U044,1
U050,U069,1
U050,U076,1
U050,U036,1
U050,U091,0
U050,U058,1
U051,U041,1
U051,U081,1
U051,U061,0
U051,U071,0
U051,U001,1
U051,U011,0
U051,U091,1
U051,U084,0
U051,U031,1
U051,U004,1
U051,U021,1
U051,U024,1
U051,U026,0
U051,U046,1
U051,U027,0
U051,U014,0
U051,U094,0
U051,U074,1
U051,U037,0
U051,U044,1
U052,U062,1
U052,U092,1
U052,U032,1
U052,U012,0
U052,U002,1
U052,U022,1
U052,U042,0
U052,U072,1
U052,U082,1
U052,U061,0
U052,U031,1
U052,U093,0
U052,U013,1
U052,U021,1
U052,U053,1
U052,U007,1
U052,U071,0
U052,U011,1
U052,U001,1
U052,U091,0
U053,U033,1
U053,U093,1
U053,U013,1
U053,U003,1
U053,U063,0
U053,U023,1
U053,U083,0
U053,U043,1
U053,U073,0
U053,U072,1
U053,U031,1
U053,U012,0
U053,U016,0
U053,U052,1
U053,U005,0
U053,U025,0
U053,U014,0
U053,U066,1
U053,U062,0
U053,U042,1
U054,U044,1
U054,U014,1
U054,U034,0
U054,U024,1
U054,U074,0
U054,U084,1
U054,U004,1
U054,U094,0
U054,U064,1
U054,U088,1
U054,U076,0
U054,U078,1
U054,U091,1
U054,U036,0
U054,U068,0
U054,U048,1
U054,U018,0
U054,U028,1
U054,U081,0
U054,U058,0
U055,U035,1
U055,U015,1
U055,U095,0
U055,U075,1
U055,U025,1
U055,U005,1
U055,U085,1
U055,U065,1
U055,U045,1
U055,U088,1
U055,U050,1
U055,U073,0
U055,U069,1
U055,U059,1
U055,U040,0
U055,U054,1
U055,U076,0
U055,U028,1
U055,U036,1
U055,U044,0
U056,U096,0
U056,U016,1
U056,U036,1
U056,U086,1
U056,U006,1
U056,U066,1
U056,U026,1
U056,U076,0
U056,U046,0
U056,U034,0
U056,U064,0
U056,U007,0
U056,U023,0
U056,U094,1
U056,U092,0
U056,U002,1
U056,U032,0
U056,U012,1
U056,U033,1
U056,U044,0
U057,U087,1
U057,U027,1
U057,U037,1
U057,U047,0
U057,U067,0
U057,U097,0
U057,U017,0
U057,U077,0
U057,U007,0
U057,U022,1
U057,U024,0
U057,U042,0
U057,U079,1
U057,U084,1
U057,U004,0
U057,U020,1
U057,U099,1
U057,U060,1
U057,U026,0
U057,U046,0
U058,U048,1
U058,U078,1
U058,U018,1
U058,U068,1
U058,U028,0
U058,U088,1
U058,U098,1
U058,U008,1
U058,U074,1
U058,U038,0
U058,U022,0
U058,U034,1
U058,U004,1
U058,U044,1
U058,U064,1
U058,U009,0
U058,U024,0
U058,U084,1
U058,U094,0
U058,U054,1
U059,U069,1
U059,U099,1
U059,U019,0
U059,U089,1
U059,U039,1
U059,U029,1
U059,U079,0
U059,U049,1
U059,U009,0
U059,U088,1
U059,U073,1
U059,U018,0
U059,U050,1
U059,U068,1
U059,U055,1
U059,U076,1
U059,U040,1
U059,U028,1
U059,U054,1
U059,U044,0
U060,U020,1
U060,U010,1
U060,U080,1
U060,U040,1
U060,U070,0
U060,U030,0
U060,U050,1
U060,U090,0
U060,U100,1
U060,U099,1
U060,U079,0
U060,U087,0
U060,U057,0
U060,U046,0
U060,U024,0
U060,U084,1
U060,U004,1
U060,U018,1
U060,U068,1
U060,U028,0
U061,U081,1
U061,U041,0
U061,U051,0
U061,U071,1
U061,U001,0
U061,U011,1
U061,U031,1
U061,U091,1
U061,U021,1
U061,U052,1
U061,U094,1
U061,U013,1
U061,U093,1
U061,U014,0
U061,U024,1
U061,U044,0
U061,U004,0
U061,U084,1
U061,U074,0
U061,U062,0
U062,U032,0
U062,U052,1
U062,U012,1
U062,U002,1
U062,U092,0
U062,U042,0
U062,U022,0
U062,U082,1
U062,U072,0
U062,U031,1
U062,U063,0
U062,U011,0
U062,U091,1
U062,U001,0
U062,U021,0
U062,U007,0
U062,U081,0
U062,U061,0
U062,U017,0
U062,U037,1
U063,U023,1
U063,U043,1
U063,U073,1
U063,U093,1
U063,U013,1
U063,U083,1
U063,U033,1
U063,U053,1
U063,U003,1
U063,U062,0
U063,U032,1
U063,U094,0
U063,U027,0
U063,U061,0
U063,U014,0
U063,U081,1
U063,U086,0
U063,U026,0
U063,U097,0
U063,U041,1
U064,U094,0
U064,U034,1
U064,U044,1
U064,U024,1
U064,U004,1
U064,U084,1
U064,U074,1
U064,U054,0
U064,U014,1
U064,U056,0
U064,U071,1
U064,U023,1
U064,U028,1
U064,U088,1
U064,U038,1
U064,U078,0
U064,U058,1
U064,U068,1
U064,U018,1
U064,U098,1
U065,U085,1
U065,U005,1
U065,U025,0
U065,U045,0
U065,U035,1
U065,U015,1
U065,U055,0
U065,U075,1
U065,U095,0
U065,U002,0
U065,U021,0
U065,U008,0
U065,U080,1
U065,U014,0
U065,U047,1
U065,U098,1
U065,U044,0
U065,U063,0
U065,U084,1
U065,U074,0
U066,U016,0
U066,U006,1
U066,U026,1
U066,U076,1
U066,U046,0
U066,U036,0
U066,U056,0
U066,U086,0
U066,U096,0
U066,U014,1
U066,U012,0
U066,U072,1
U066,U005,1
U066,U025,1
U066,U031,1
U066,U053,1
U066,U039,0
U066,U042,1
U066,U034,1
U066,U054,1
U067,U087,1
U067,U057,0
U067,U097,1
U067,U047,0
U067,U007,0
U067,U077,0
U067,U037,1
U067,U017,1
U067,U027,0
U067,U003,1
U067,U042,1
U067,U083,1
U067,U022,0
U067,U086,0
U067,U006,0
U067,U015,1
U067,U100,1
U067,U070,1
U067,U048,0
U067,U078,1
U068,U028,1
U068,U078,1
U068,U018,1
U068,U038,1
U068,U058,1
U068,U048,1
U068,U088,0
U068,U008,1
U068,U098,0
U068,U024,1
U068,U074,0
U068,U084,0
U068,U054,1
U068,U004,1
U068,U064,1
U068,U094,0
U068,U034,0
U068,U014,0
U068,U044,0
U068,U019,1
U069,U059,1
U069,U019,0
U069,U099,0
U069,U089,1
U069,U009,1
U069,U029,0
U069,U049,0
U069,U079,1
U069,U039,0
U069,U088,1
U069,U055,0
U069,U028,1
U069,U073,1
U069,U068,0
U069,U018,1
U069,U040,1
U069,U050,1
U069,U038,1
U069,U054,1
U069,U076,0
U070,U100,1
U070,U030,0
U070,U080,1
U070,U040,1
U070,U090,0
U070,U060,0
U070,U050,0
U070,U010,0
U070,U020,1
U070,U083,1
U070,U067,0
U070,U015,0
U070,U003,1
U070,U006,0
U070,U097,1
U070,U086,1
U070,U028,1
U070,U041,1
U070,U081,0
U070,U088,0
U071,U051,0
U071,U041,1
U071,U081,1
U071,U061,1
U071,U001,1
U071,U021,1
U071,U091,1
U071,U092,0
U071,U031,1
U071,U011,1
U071,U074,0
U071,U064,1
U071,U082,1
U071,U096,1
U071,U022,1
U071,U032,1
U071,U044,1
U071,U012,0
U071,U002,1
U071,U034,1
U072,U082,1
U072,U012,1
U072,U042,0
U072,U052,1
U072,U062,1
U072,U032,1
U072,U092,0
U072,U002,1
U072,U031,1
U072,U022,1
U072,U053,0
U072,U066,0
U072,U014,1
U072,U011,1
U072,U016,0
U072,U025,1
U072,U037,0
U072,U001,0
U072,U017,0
U072,U091,0
U073,U043,1
U073,U083,1
U073,U003,1
U073,U063,0
U073,U023,1
U073,U033,0
U073,U013,1
U073,U053,0
U073,U093,0
U073,U044,0
U073,U088,1
U073,U050,0
U073,U054,1
U073,U059,1
U073,U055,1
U073,U076,1
U073,U040,1
U073,U036,0
U073,U069,0
U073,U091,0
U074,U084,1
U074,U004,1
U074,U024,1
U074,U044,1
U074,U064,1
U074,U094,0
U074,U054,0
U074,U014,1
U074,U034,1
U074,U058,1
U074,U071,0
U074,U001,0
U074,U078,0
U074,U068,1
U074,U048,0
U074,U018,1
U074,U088,1
U074,U008,0
U074,U096,0
U074,U028,0
U075,U085,1
U075,U095,1
U075,U005,0
U075,U035,0
U075,U015,1
U075,U055,1
U075,U025,1
U075,U045,0
U075,U065,1
U075,U042,0
U075,U039,1
U075,U010,0
U075,U014,1
U075,U019,1
U075,U016,0
U075,U066,1
U075,U012,0
U075,U031,1
U075,U053,0
U075,U043,0
U076,U046,1
U076,U026,1
U076,U036,1
U076,U066,0
U076,U006,0
U076,U086,0
U076,U056,1
U076,U096,0
U076,U016,0
U076,U054,1
U076,U044,1
U076,U014,0
U076,U088,1
U076,U091,1
U076,U034,0
U076,U094,0
U076,U077,0
U076,U073,0
U076,U023,1
U076,U063,0
U077,U017,1
U077,U007,1
U077,U097,1
U077,U027,0
U077,U087,1
U077,U067,1
U077,U037,0
U077,U047,1
U077,U057,1
U077,U011,0
U077,U032,1
U077,U045,1
U077,U012,1
U077,U086,0
U077,U026,1
U077,U076,0
U077,U043,1
U077,U013,1
U077,U092,0
U077,U002,1
U078,U068,0
U078,U028,1
U078,U048,1
U078,U058,1
U078,U018,0
U078,U088,1
U078,U038,1
U078,U008,1
U078,U098,1
U078,U024,0
U078,U054,0
U078,U074,0
U078,U084,0
U078,U094,0
U078,U014,0
U078,U044,0
U078,U004,1
U078,U064,1
U078,U034,1
U078,U061,0
U079,U099,1
U079,U049,1
U079,U029,1
U079,U039,0
U079,U009,1
U079,U019,0
U079,U059,1
U079,U069,1
U079,U089,0
U079,U087,0
U079,U057,0
U079,U026,0
U079,U060,0
U079,U008,1
U079,U088,0
U079,U046,0
U079,U004,1
U079,U024,0
U079,U084,1
U079,U037,0
U080,U040,1
U080,U070,1
U080,U030,1
U080,U060,0
U080,U050,1
U080,U100,0
U080,U090,1
U080,U020,1
U080,U010,1
U080,U085,1
U080,U098,1
U080,U008,0
U080,U047,1
U080,U002,0
U080,U065,0
U080,U021,0
U080,U048,1
U080,U034,0
U080,U068,0
U080,U018,1
U081,U041,1
U081,U061,1
U081,U051,1
U081,U071,1
U081,U001,0
U081,U011,1
U081,U031,0
U081,U091,0
U081,U021,0
U081,U097,0
U081,U094,1
U081,U086,0
U081,U014,1
U081,U024,1
U081,U074,0
U081,U084,0
U081,U054,0
U081,U006,0
U081,U044,1
U081,U004,0
U082,U072,1
U082,U092,0
U082,U022,1
U082,U052,0
U082,U062,1
U082,U012,0
U082,U002,0
U082,U032,1
U082,U001,1
U082,U042,1
U082,U071,1
U082,U031,1
U082,U021,1
U082,U096,0
U082,U074,1
U082,U091,0
U082,U011,0
U082,U053,0
U082,U089,0
U082,U017,1
U083,U003,1
U083,U043,1
U083,U073,1
U083,U023,1
U083,U063,1
U083,U053,1
U083,U093,1
U083,U013,1
U083,U033,1
U083,U100,0
U083,U097,1
U083,U070,0
U083,U067,1
U083,U041,1
U083,U015,0
U083,U006,1
U083,U022,0
U083,U081,1
U083,U086,0
U083,U057,1
U084,U004,1
U084,U024,1
U084,U074,1
U084,U044,1
U084,U064,0
U084,U094,1
U084,U054,0
U084,U014,1
U084,U034,1
U084,U051,1
U084,U078,1
U084,U068,0
U084,U026,0
U084,U048,1
U084,U037,0
U084,U018,0
U084,U046,1
U084,U088,0
U084,U008,0
U084,U028,0
U085,U075,1
U085,U095,1
U085,U065,1
U085,U015,1
U085,U035,1
U085,U055,1
U085,U045,1
U085,U005,0
U085,U025,1
U085,U008,0
U085,U047,0
U085,U098,1
U085,U080,0
U085,U002,1
U085,U021,0
U085,U073,1
U085,U048,0
U085,U068,0
U085,U018,1
U085,U088,0
U086,U006,1
U086,U096,1
U086,U036,1
U086,U056,1
U086,U026,1
U086,U016,1
U086,U046,0
U086,U076,1
U086,U066,1
U086,U097,0
U086,U081,1
U086,U041,0
U086,U067,0
U086,U014,1
U086,U063,1
U086,U094,0
U086,U077,0
U086,U023,0
U086,U027,1
U086,U083,0
U087,U057,1
U087,U067,1
U087,U037,0
U087,U027,1
U087,U047,0
U087,U007,0
U087,U077,0
U087,U097,1
U087,U017,1
U087,U042,0
U087,U022,0
U087,U079,0
U087,U084,0
U087,U099,0
U087,U026,0
U087,U020,1
U087,U004,0
U087,U024,0
U087,U060,0
U087,U046,1
U088,U048,0
U088,U028,1
U088,U068,0
U088,U018,1
U088,U058,1
U088,U078,1
