user_id,matched_user_id,text_score,mbti_score,location_score,compatibility_score,action
U021,U098,32.11,60,100,64.44,1
U021,U051,66.6,75,50,64.35,1
U021,U032,47.78,90,50,64.19,1
U021,U092,47.6,90,50,64.14,1
U021,U008,23.46,60,100,61.81,1
U021,U064,38.71,90,50,61.43,1
U021,U034,38.38,90,50,61.33,1
U021,U085,20.73,60,100,60.98,1
U021,U080,20.3,60,100,60.85,1
U022,U092,90.85,60,100,82.34,1
U022,U082,75.63,60,100,77.71,1
U022,U042,91.25,90,50,77.44,1
U022,U058,31.47,90,100,75.4,1
U022,U001,47.41,60,100,69.11,1
U022,U009,28.12,75,100,68.8,0
U022,U071,45.54,60,100,68.54,1
U022,U030,26.14,75,100,68.2,1
U022,U052,96.65,60,50,67.93,1
U022,U096,40.18,60,100,66.9,1
U022,U012,91.46,60,50,66.35,1
U022,U062,91.44,60,50,66.34,1
U022,U032,88.21,60,50,65.36,1
U022,U002,87.78,60,50,65.23,1
U022,U074,27.48,60,100,63.03,1
U022,U089,23.91,60,100,61.95,0
U022,U057,38.04,90,50,61.23,0
U022,U087,36.93,90,50,60.89,1
U022,U067,36.86,90,50,60.87,1
U022,U047,34.18,90,50,60.05,1
U023,U033,75.8,75,100,83.33,1
U023,U063,96.65,90,50,79.08,0
U023,U094,36.28,90,100,76.87,1
U023,U013,75.99,90,50,72.79,1
U023,U093,74.61,90,50,72.37,1
U023,U064,36.08,75,100,71.23,0
U023,U034,36.04,75,100,71.22,1
U023,U007,30.37,75,100,69.49,1
U023,U056,29.56,75,100,69.24,1
U023,U043,96.54,60,50,67.9,1
U023,U083,94.08,60,50,67.15,1
U023,U073,93.01,60,50,66.82,0
U023,U053,74.4,75,50,66.73,0
U023,U035,31.91,60,100,64.39,1
U023,U049,25.77,60,100,62.51,1
U023,U003,78.64,60,50,62.44,1
U023,U029,25.52,60,100,62.44,0
U023,U041,35.68,90,50,60.51,0
U023,U061,35.61,90,50,60.49,1
U023,U026,35.17,90,50,60.35,0
U024,U084,96.4,90,100,95.19,1
U024,U004,93.33,90,100,94.25,1
U024,U074,96.4,90,50,79.01,0
U024,U054,83.39,90,50,75.04,1
U024,U051,46.48,75,100,74.4,0
U024,U094,94.27,75,50,72.78,1
U024,U044,93.47,75,50,72.54,0
U024,U064,91.01,75,50,71.79,0
U024,U026,35.45,75,100,71.04,1
U024,U037,33.64,75,100,70.49,0
U024,U046,32.42,75,100,70.12,1
U024,U027,30.08,75,100,69.4,1
U024,U014,79.96,75,50,68.42,0
U024,U034,76.73,75,50,67.44,1
U024,U057,33.28,60,100,64.8,0
U024,U087,29.06,60,100,63.52,0
U024,U020,28.34,60,100,63.3,1
U024,U079,28.02,60,100,63.2,0
U024,U060,25.9,60,100,62.55,1
U024,U099,22.59,60,100,61.55,1
U025,U005,94.82,90,100,94.7,1
U025,U075,78.26,60,100,78.51,1
U025,U065,90.37,75,50,71.59,1
U025,U045,83.1,75,50,69.38,1
U025,U012,27.93,75,100,68.75,1
U025,U016,26.32,75,100,68.26,1
U025,U055,97.49,60,50,68.19,1
U025,U053,25.07,75,100,67.88,1
U025,U066,24.87,75,100,67.82,1
U025,U014,22.36,75,100,67.05,1
U025,U015,93.05,60,50,66.83,1
U025,U031,21.62,75,100,66.82,0
U025,U035,93.01,60,50,66.82,1
U025,U072,20.55,75,100,66.5,1
U025,U042,27.87,60,100,63.15,0
U025,U095,80.93,60,50,63.14,0
U025,U085,80.89,60,50,63.13,1
U025,U019,27.74,60,100,63.11,1
U025,U010,26.22,60,100,62.65,0
U025,U039,21.85,60,100,61.32,0
U026,U046,96.79,90,100,95.3,1
U026,U076,96.68,90,50,79.09,0
U026,U027,33.34,90,100,75.97,0
U026,U051,30.56,90,100,75.12,0
U026,U086,82.14,90,50,74.66,1
U026,U066,96.68,75,50,73.51,0
U026,U006,93.73,75,50,72.62,1
U026,U004,35.59,75,100,71.08,0
U026,U024,35.45,75,100,71.04,0
U026,U084,35.4,75,100,71.02,0
U026,U037,34.07,75,100,70.62,1
U026,U096,80.44,75,50,68.57,1
U026,U056,79.58,75,50,68.31,1
U026,U036,79.2,75,50,68.19,1
U026,U016,74.84,75,50,66.86,1
U026,U079,31.1,60,100,64.14,1
U026,U087,30.92,60,100,64.08,1
U026,U099,28.45,60,100,63.33,0
U026,U057,27.94,60,100,63.17,1
U026,U060,24.49,60,100,62.12,1
U027,U037,95.3,75,100,89.27,1
U027,U057,95.0,60,100,83.61,0
U027,U097,97.5,90,50,79.34,1
U027,U087,80.62,60,100,79.23,0
U027,U026,33.34,90,100,75.97,1
U027,U046,30.65,90,100,75.15,1
U027,U077,80.65,90,50,74.21,0
U027,U051,26.42,90,100,73.86,0
U027,U017,95.08,75,50,73.03,0
U027,U004,30.21,75,100,69.44,1
U027,U024,30.08,75,100,69.4,1
U027,U084,30.04,75,100,69.39,1
U027,U007,80.73,75,50,68.66,1
U027,U047,92.67,60,50,66.72,1
U027,U067,78.12,60,50,62.29,1
U027,U079,24.77,60,100,62.21,1
U027,U099,22.4,60,100,61.49,1
U027,U063,37.02,90,50,60.91,1
U027,U094,36.74,90,50,60.83,0
U027,U020,18.43,60,100,60.28,1
U028,U068,90.85,90,100,93.49,1
U028,U038,73.2,90,100,88.12,1
U028,U078,90.98,75,100,87.96,1
U028,U018,91.08,90,50,77.39,1
U028,U088,93.27,75,50,72.48,1
U028,U058,90.98,75,50,71.78,1
U028,U048,87.31,75,50,70.66,1
U028,U098,76.25,75,50,67.29,0
U028,U052,35.68,60,100,65.53,1
U028,U008,67.22,75,50,64.54,1
U028,U061,28.89,60,100,63.47,0
U028,U093,28.64,60,100,63.39,1
U028,U013,27.62,60,100,63.08,1
U028,U019,37.07,90,50,60.93,0
U028,U069,32.61,90,50,59.57,1
U028,U099,30.51,90,50,58.93,0
U028,U059,29.4,90,50,58.59,1
U028,U064,64.65,60,50,58.18,0
U028,U094,64.57,60,50,58.16,1
U028,U060,26.51,90,50,57.71,0
U029,U049,94.96,90,100,94.75,1
U029,U079,97.42,90,50,79.32,1
U029,U009,93.1,90,50,78.0,1
U029,U039,92.43,90,50,77.8,1
U029,U099,97.52,75,50,73.77,0
U029,U019,95.72,75,50,73.22,1
U029,U059,80.88,75,50,68.7,1
U029,U069,79.82,75,50,68.38,1
U029,U035,22.04,75,100,66.95,1
U029,U089,85.17,60,50,64.43,1
U029,U034,29.49,60,100,63.65,1
U029,U064,27.27,60,100,62.97,0
U029,U033,26.83,60,100,62.84,1
U029,U023,25.52,60,100,62.44,1
U029,U094,24.55,60,100,62.14,1
U029,U007,22.7,60,100,61.58,1
U029,U056,20.48,60,100,60.9,1
U029,U088,33.62,90,50,59.88,1
U029,U008,30.56,90,50,58.95,0
U029,U098,27.92,90,50,58.14,0
U030,U070,96.36,90,50,79.0,0
U030,U040,95.16,90,50,78.63,1
U030,U080,93.25,90,50,78.05,1
U030,U090,88.3,90,50,76.54,1
U030,U100,88.23,90,50,76.52,1
U030,U050,84.6,90,50,75.41,0
U030,U060,93.14,75,50,72.44,1
U030,U020,84.81,75,50,69.9,1
U030,U010,84.74,75,50,69.88,0
U030,U022,26.14,75,100,68.2,1
U030,U058,24.19,75,100,67.61,0
U030,U009,23.87,75,100,67.51,0
U030,U074,25.92,60,100,62.56,1
U030,U096,24.41,60,100,62.1,0
U030,U092,23.33,60,100,61.77,1
U030,U082,22.04,60,100,61.38,1
U030,U071,21.67,60,100,61.26,1
U030,U089,18.38,60,100,60.26,1
U030,U001,18.3,60,100,60.24,1
U030,U088,29.94,75,50,53.18,0
U031,U072,42.43,90,100,78.74,1
U031,U012,51.71,75,100,75.99,1
U031,U053,25.23,90,100,73.5,1
U031,U011,95.41,75,50,73.13,1
U031,U091,95.14,75,50,73.05,0
U031,U001,94.94,75,50,72.99,1
U031,U021,93.53,75,50,72.56,1
U031,U042,51.59,60,100,70.38,0
U031,U014,33.19,75,100,70.35,1
U031,U016,24.08,75,100,67.57,1
U031,U066,23.9,75,100,67.52,0
U031,U025,21.62,75,100,66.82,1
U031,U005,21.26,75,100,66.71,1
U031,U041,73.04,75,50,66.31,1
U031,U061,72.84,75,50,66.25,1
U031,U062,54.34,90,50,66.19,1
U031,U081,70.52,75,50,65.55,1
U031,U071,68.97,75,50,65.07,1
U031,U052,50.05,90,50,64.89,0
U031,U051,67.94,75,50,64.76,1
U032,U062,93.41,75,100,88.7,1
U032,U012,96.69,90,50,79.09,1
U032,U092,93.75,90,50,78.2,1
U032,U002,93.64,90,50,78.17,1
U032,U052,91.65,75,50,71.98,1
U032,U063,35.67,75,100,71.11,0
U032,U042,93.64,60,50,67.01,1
U032,U072,74.72,75,50,66.82,1
U032,U022,88.21,60,50,65.36,0
U032,U082,68.11,75,50,64.81,0
U032,U091,48.6,90,50,64.44,1
U032,U021,47.78,90,50,64.19,1
U032,U071,45.27,90,50,63.43,1
U032,U048,25.53,60,100,62.44,1
U032,U090,22.58,60,100,61.54,1
U032,U056,37.57,90,50,61.08,0
U032,U096,33.56,90,50,59.86,0
U032,U031,51.39,75,50,59.72,0
U032,U001,51.35,75,50,59.7,1
U032,U011,51.2,75,50,59.66,0
U033,U023,75.8,75,100,83.33,1
U033,U053,93.28,90,50,78.06,1
U033,U007,29.33,90,100,74.75,1
U033,U093,93.1,75,50,72.43,0
U033,U013,92.43,75,50,72.22,0
U033,U064,29.42,75,100,69.2,0
U033,U034,27.99,75,100,68.76,1
U033,U094,26.7,75,100,68.37,1
U033,U063,78.63,75,50,68.02,1
U033,U003,94.86,60,50,67.39,1
U033,U056,22.48,75,100,67.09,1
U033,U029,26.83,60,100,62.84,0
U033,U073,78.52,60,50,62.41,1
U033,U043,75.97,60,50,61.63,1
U033,U035,22.03,60,100,61.37,1
U033,U049,21.71,60,100,61.28,1
U033,U083,73.89,60,50,61.0,0
U033,U017,34.8,90,50,60.24,1
U033,U062,34.63,90,50,60.19,1
U033,U052,33.38,90,50,59.81,0
U034,U064,71.46,90,100,87.59,1
U034,U094,74.72,75,100,83.01,1
U034,U056,33.22,90,100,75.93,1
U034,U044,76.43,90,50,72.92,1
U034,U054,93.23,75,50,72.46,0
U034,U014,92.97,75,50,72.39,1
U034,U023,36.04,75,100,71.22,1
U034,U033,27.99,75,100,68.76,1
U034,U024,76.73,75,50,67.44,0
U034,U007,23.44,75,100,67.38,1
U034,U074,73.18,75,50,66.36,1
U034,U084,73.18,75,50,66.36,1
U034,U004,73.09,75,50,66.33,0
U034,U029,29.49,60,100,63.65,0
U034,U049,29.28,60,100,63.58,1
U034,U035,28.9,60,100,63.47,1
U034,U071,41.95,90,50,62.42,1
U034,U091,39.04,90,50,61.53,1
U034,U021,38.38,90,50,61.33,1
U034,U012,35.28,90,50,60.38,1
U035,U015,97.22,90,50,79.26,0
U035,U055,93.19,90,50,78.03,0
U035,U095,85.15,90,50,75.58,1
U035,U075,82.42,90,50,74.75,0
U035,U085,79.91,90,50,73.98,0
U035,U065,94.9,60,50,67.4,1
U035,U049,22.26,75,100,67.02,0
U035,U029,22.04,75,100,66.95,1
U035,U025,93.01,60,50,66.82,0
U035,U005,90.47,60,50,66.05,0
U035,U023,31.91,60,100,64.39,1
U035,U034,28.9,60,100,63.47,1
U035,U045,78.74,60,50,62.47,0
U035,U094,25.16,60,100,62.33,1
U035,U064,24.97,60,100,62.27,0
U035,U056,23.51,60,100,61.82,0
